"ある組織が開発したソーシャルメディアアプリケーションは、世界中の遠隔地にいる複数の顧客に利用されています。この組織の本社と唯一のデータセンターは、ニューヨーク市に位置しています。最高情報セキュリティ責任者は、ソーシャルメディアアプリケーションについて、以下の要件が満たされていることを確認したいと考えています。・ユーザーのエクスペリエンスを向上させるために、すべてのモバイルユーザーに対して低遅延を実現すること	・Webサーバーのパフォーマンスを向上させるためのSSLオフロード	・DoS攻撃やDDoS攻撃からの保護 高い可用性	すべての要件が満たされるようにするために、次のうちどれを実装するべきですか？	",データセンターにオリジンを設定したCDN,データセンター内のキャッシュサーバーファーム,SSLアクセラレーションを備えた、負荷分散されたリバースプロキシサーバー群,DDoS対策済みのギガビットスピードのデュアルインターネット接続
最近、ある組織がランサムウェアの攻撃を受けました。セキュリティチームリーダーは、この攻撃の再発を懸念しています。しかし、それ以上のセキュリティ対策は実装されていません。潜在的な防止策の推奨事項を特定するために使用できるプロセスは次のうちどれですか？,準備,検出,修復,リカバリー
"あるセキュリティアナリストが、SIEM から、認証されたパブリック SSH ジャンプサーバ上の異常なアクティビティに関するアラートを受け取りました。さらに調査するために、アナリストは/var/log/ auth.logから直接イベントログを取り出します： graphic.ssh_auth_log.	ログ内のアクティビティによる潜在的なリスクに対処するのに最適なアクションは次のうちどれですか?	",外部ポート22へのアクセスを制限する,サービスアカウントのパスワードが誤って構成されていることを警告する,AllowUsers 構成ディレクティブを修正する,ホストキー認証の実装
"セキュリティエンジニアは、以下の要件を満たすソリューションを推奨する必要があります。	・プロバイダのネットワークにある機密データを特定する	・企業および規制ガイドラインのコンプライアンスを維持する	・インサイダー脅威、特権ユーザ脅威、不正アカウントの検出と対応 暗号化、トークン化、アクセス制御などのデータセンター・セキュリティの実施　これらの要件に対応するためにセキュリティ・エンジニアが推奨すべきソリューションは次のうちどれでしょうか。",DLP,WAF,CASB,SWG
ある中小企業が、生産・販売するオーディオ録音の盗難検知に低コストで取り組む必要があります。この企業のニーズに最も合致するのは、次のどの技術でしょうか？,ステガノグラフィーの実装。,すべてのデジタルオーディオファイルのディープパケットインスペクションを実行する。,デジタルオーディオファイルに識別用のファイルシステムメタデータを追加する。,DRMスイートの購入とインストール。
ある組織が最近、顧客のクレジットカード情報の処理、送信、保管を開始しました。その結果、1週間以内に大規模な情報漏えいが発生し、顧客の情報が流出しました。このような情報を保護するための最も適切な指針は、次のうちどれでしょうか。,PCI DSS,NIST,GDPR, ISO
ある企業は、パートナーとのNDAに基づき、対象データの処理と保存の制約を定義してデータを処理しています。この契約は、現在、対象データのクラウドへの移行を許可していないため、会社は契約の条件を再交渉したいと考えています。データをクラウドに移行するための合意形成に最も役立ちそうなのは、次のうちどれでしょうか。,マルチテナンシーによる損失リスクを軽減するためのデータ保護スキームを設計する。,高可用性を実現するために、多様なCSPに冗長なストアとサービスを導入する。,OS やハードウェア・アーキテクチャをエミュレートして、CSP から見たオペレーションをぼやかす。,マネージド FIM サービスを購入し、対象データへの変更を検出した場合に警告を発する。
あるセキュリティ設計者が、データベースのバックエンドを使用する Web アプリケーションを実装しています。実装に先立ち、このアーキテクトは XSS 攻撃の可能性を懸念しており、これらの攻撃を防止するために実施可能なセキュリティ対策を特定したいと考えています。このセキュリティ上の懸念に対処するために、アーキテクトは次のどの情報源を参照することができますか。,OVAL,SDLC,IEEE,OWASP
ある大規模多国籍メーカーのセキュリティアーキテクトは、トラフィックを監視するためのセキュリティソリューションを設計し、実装する必要があります。このソリューションを設計する際、ネットワークに対する攻撃を防ぐためにセキュリティアーキテクトが注目すべき脅威は次のうちどれでしょうか。,時間の経過に伴う複数の要請応答,不適切なサイズまたは長さのパケット,DNP3 ポートでの非 DNP3 通信の使用,サポートされていない暗号化アルゴリズムの適用
最近発生した情報漏洩事件により、ある企業が顧客データを含む多数のファイルをストレージ環境全体に保有していることが明らかになりました。これらのファイルは、従業員ごとに個別化されており、様々な顧客の注文、問い合わせ、問題の追跡に使用されています。これらのファイルは暗号化されておらず、誰でもアクセスすることができます。経営陣は、既存のプロセスを中断させることなく、これらの問題に対処したいと考えています。セキュリティアーキテクトは次のうちどれを推奨すべきでしょうか。,データを統合し、プロセスと必要性に基づいてアクセスを提供する CRM アプリケーション,顧客データを含むファイルを特定し、それらを削除するためのDLPプログラム,どのプロセスが追跡される必要があるかを特定するためのERPプログラム,セキュリティベースラインに設定されていないシステムを報告するためのCMDB（Configuration Management Database）
ある企業が、顧客向けの生産システムの大半をクラウドに移行しています。IaaSが使用されているサービスモデルです。最高経営責任者は、利用可能な暗号化の種類を懸念しており、ソリューションが最高レベルのセキュリティを備えている必要があることを要求しています。クラウドセキュリティエンジニアは、実装段階で次のどの暗号化方式を選択すべきですか？,インスタンスベース,ストレージベース,プロキシベース,アレイコントローラベース
ある企業が、住宅ローンの承認依頼を処理するために、EUに居住する個人の顧客データを保管しています。この企業のIT管理者は、次のうちどれを考慮する必要がありますか。,個人データを消去する権利,個人データの可用性,会社の年間売上高, Webアプリケーションの言語
"ある企業が、データベースに保存されているデータを非表示にする為のソリューションを探しています。ソリューションは、以下の要件を満たす必要があります。	・本番環境の保護に効果的であること・アプリケーションに変更を加える必要はない	・プレゼンテーション層での動作	次のうち、どの技術を使用すべきですか？	",マスキング,トークン化,アルゴリズム,ランダムな置換
ある企業がSSL検査を導入することになった。今後6ヶ月の間に、サブドメインで区切られた複数のWebアプリケーションが導入される予定です。複数の証明書を導入することなく、インスペクション(検査／調査)を可能にするのは次のうちどれでしょうか。,ワイルドカード証明書を作成する。,利用可能なすべての暗号スイートを含める。,サードパーティCAを使用する。,証明書のピン留めを実施する。
"あるネットワークチームは、会社の全従業員に安全なリモート・アクセスを提供するよう依頼されました。このチームは、クライアントからサイトへのVPNをソリューションとして使用することを決定しました。しかし、情報セキュリティーの最高責任者が、リモートユーザーのインターネットトラフィックをメインオフィスのインフラにルーティングするように要請しました。こうすることで、リモートユーザーがVPNに接続している間に	ローカルネットワークを通じてインターネットにアクセスすることを防ぐことができます。これは次のどの解決策を説明していますか？	",フルトンネリング,非対称ルーティング,SSHトンネリング,スプリットトンネリング
Webアプリケーションに深刻度の高い脆弱性が発見され、企業内に侵入されました。この脆弱性により、権限のないユーザーがオープンソースのライブラリを利用し、特権ユーザー情報を閲覧できる可能性があります。企業はリスクを受け入れたくないが、開発者はすぐに問題を修正することができません。問題が修正されるまでの間、リスクを許容レベルまで低減するために、次のうちどれを実施すべきでしょうか。,MFAを導入し、アプリケーションログを確認し、WAFを導入する。,静的コードアナライザでコードをスキャンし、特権ユーザのパスワードを変更し、セキュリティトレーニングを提供する。,特権ユーザ名を変更し、OSログを確認し、ハードウェアトークンを配備する。,VPNを導入し、公式のオープンソースライブラリリポジトリを設定し、脆弱性についてアプリケーションの完全なレビューを実行する。
ある組織は、BCP の作成に関する NIST（米国立標準技術研究所） のベスト プラクティスを参照しながら、ミッションに不可欠な項目に関する現在の内部組織プロセスを見直しています。重要なシステムおよび機能の特定と優先順位付けを確立するフェーズは以下のうちどれでしょうか。,ビジネスインパクト分析を行う。,最近のギャップ分析を見直す。,費用対効果分析を行う。,暴露係数マトリックスを作成する。
penetration test（システム侵入テスト）中に、セキュリティ エンジニアが標準ユーザーとして Linux ホスト上のシェルにアクセスすることに成功し、特権レベルを昇格させたいと考えています。この目標を達成するために使用するLinuxポストエクスプロイトの有効な方法は次のうちどれですか。,sudo と sudo vim -c '!sh' のようなエスケープ文字列を使用してシェルを起動する。,ホスト上でASICパスワードクラッキングを実行する。,etc/passwd ファイルを読み込んで、ユーザ名を抽出する。,引用されていないサービスパスのエクスプロイトを開始する。
デジタル・トランスフォーメーションが進むある企業は、CSPの耐障害性を見直し、CSPのインシデント発生時にSLA要件を満たすことを懸念している。トランスフォーメーションを進める上で最適なのはどれでしょうか？,シングルテナントのアクティブ-アクティブソリューション,バックアップとしてオンプレミスのソリューション,ラウンドロビン構成のロードバランサー,マルチクラウド・プロバイダー・ソリューション
ある企業では、新しいマルウェアによるエンドポイントでの複数のサービス停止に対応するため、セキュリティアーキテクトを採用しました。最高経営責任者のノートパソコンが、自宅で作業中に影響を受けました。目標は、これ以上エンドポイントに障害が発生しないようにすることです。エッジネットワークはWebプロキシで保護されています。セキュリティ アーキテクトが推奨するソリューションは次のうちどれですか?,現在のアンチウイルスをEDRソリューションに置き換える。,Webプロキシを削除し、UTMアプライアンスをインストールする。,エンドポイントに拒否リスト機能を導入する。,現在のアンチウイルスソリューションにファイアウォールモジュールを追加する。
ある企業が、本番環境のシステムをオンプレミス環境からクラウドサービスへ移行する準備を進めています。主任セキュリティアーキテクトは、クラウド環境では、組織の現在のリスク対応方法が使えないかもしれないと懸念している。次のうち、従来のリスク対処方法がクラウドでできない可能性がある理由を最もよく表しているのはどれですか。,クラウド上のデータに対するリスクは軽減できない。,運用の移行は、すべてのリスクを受け入れることを前提としている。,クラウドプロバイダーはリスクを回避することができない。,特定のリスクをクラウド事業者に転嫁することはできない。
ある脅威ハンティングチームが、ネットワークにおける APT(Advanced Persistent Threat) 攻撃の可能性に関するレポートを受け取りました。次の脅威管理フレームワークのうち、チームが実装する必要があるのはどれですか。,MITRE ATT&CK,NIST SP 800-53,サイバー・キルチェーン,侵入解析のダイヤモンドモデル
ある電子商取引会社は、社内でウェブサーバーを運用しており、リソースの使用率は通常30％未満です。過去2回のホリデーシーズンには、接続数が多すぎたためにサーバーのパフォーマンスに問題が発生し複数の顧客が購入注文を確定することができませんでした。同社は、このようなパフォーマンスの問題を回避するために、サーバーの構成を変更しようとしています。次のうち、最も費用対効果の高い解決策はどれですか。,サーバーをクラウドプロバイダーに移行する。,オペレーティングシステムを変更する。,新しいサーバーを購入し、アクティブ-アクティブクラスタを作成する。,新しいサーバーにアップグレードする。
ある大学では、自前のID管理システムを通じて、すべての職員と学生にバッジを発行しています。夏の間、毎週、臨時のサマースクールの生徒が到着し、キャンパスの最低限のリソースにアクセスするためにバッジを発行する必要があります。セキュリティチームは、外部の監査人から、自前のシステムがセキュリティ分野のベストプラクティスと一致しておらず教育機関に脆弱性があることを示す報告書を受け取りました。セキュリティチームは次のうちどれを最初に推奨すべきでしょうか。,ID管理システムに関連するログで確認された潜在的な脅威を調査すること,裁量アクセス制御を使用するためにID管理システムを更新すること,ID管理システムに導入する2要素認証の研究を開始すること,新しいIAMシステム/ベンダーを選択するために、調達部門と協力して要件文書を作成する
ランサムウェアが、ある大手金融機関の人事部のファイル共有全体を暗号化しました。セキュリティ運用担当者は、手遅れになるまでこの活動に気づきませんでした。復旧には約4時間かかり、最後のバックアップは48時間前に行われました。経営陣は、このデータ分類の災害復旧イベントのRPOは24時間であることを示しました。RPOの要件に基づき、管理チームは次のどの推奨事項を行うべきでしょうか。,バックアップの頻度を増やし、IOCのSIEMアラートを作成する。,現在のバックアップスケジュールをそのままにして、身代金を支払ってデータを復号化する。,現在のバックアップスケジュールをそのままにして、人事のファイル共有を読み取り専用にする。,バックアップの頻度を減らし、身代金を支払ってデータを復号化する。
IT 管理者が組織内のすべてのサーバーを調べていると、root アクセスを取得できる最近のエクスプロイトに対する重要な対策がサーバーに欠けていることに気付きました。次のうち、管理者の発見を説明するものはどれですか。,脆弱性,脅威,違反,リスク
あるセキュリティアナリストが、バッファオーバーフロー攻撃の可能性について調査しています。次の出力がユーザのワークステーションで見つかりました：graphic.linux_randomization.prg 　次のテクノロジのうち、メモリセグメントの操作を軽減するものはどれですか。,NX/XN bit,ASLR,DEP,HSM
ある企業は、サイバーセキュリティの防御を強化するために、ネットワークインフラに着目しています。誤検知によって正当なトラフィックが遮断されないようにするため、このソリューションは同社のサービスの可用性に影響を与えることはできません。次のうちどれが要件を満たしますか。,NIDS,NIPS,WAF,リバースプロキシ
ある組織がサードパーティの非重要ベンダーを評価したところ、そのベンダーはサイバーセキュリティ保険に加入しておらず、IT スタッフの離職率が高いことが判明した。この組織は、顧客のオフィス機器をあるサービス拠点から別の拠点に移動させるために、このベンダーを利用している。そのベンダーは、API経由で顧客データとビジネスへのアクセスを取得している。これらの情報から、次のうち注意すべきリスクはどれか。,ベンダーのデータ漏洩による金銭的責任,ソフトウェア開発サイクルの延長による機能の遅延,API構成への技術的な影響,ベンダーの事業が停止する可能性
ある攻撃チームが新しいICカードシステムの侵入テストを実施しました。このチームは、スマートカードを高温にさらすことで秘密鍵が明らかになることを実証しました。このチームが使用したサイドチャネル攻撃は次のうちどれですか。,差分故障解析,微分電力解析,温度差解析,差分タイミング解析
あるセキュリティエンジニアが、ある組織の現在のソフトウェア開発手法を監査していたところ複数のオープンソースライブラリが、その組織のソフトウェアに統合されていることを発見しました。この組織は現在、開発するソフトウェアに対してSASTとDASTを実施しています。オープンソースライブラリのセキュリティを確保するために、組織がSDLCに組み込むべきものはどれか。,ライブラリのバージョンを追跡し、CVEに関するウェブサイトで関連する脆弱性をを監視する。,オープンソースライブラリに対して追加の SAST/DAST を実行する。,SDLCセキュリティガイドラインを実施する。,オープンソースライブラリの単体テストを実施する。
あるエネルギー会社では、過去四半期に使用された天然ガスの平均圧力を報告することが求められています。PLC は、必要なレポートを作成するヒストリアンサーバーにデータを送信します。次のヒストリアン・サーバ・ロケーションのうち、IT環境で必要なレポートを取得できるのはどれですか。,IT環境とIT環境の間で、スクリーンされたサブネットを使用する。, IT環境では、IT環境からIT環境にVPNを使用する。, IT環境では、IT環境からIT環境へITトラフィックを許可する。, IT環境では、PLCがIT環境からIT環境にデータを送信できるようにする。
次のうち、パスワードレス認証ソリューションを導入する最も大きなメリットはどれでしょうか？,アカウントの漏洩の可能性が低くなる。,バイオメトリクス認証は不変である。,ゼロトラストを達成できる。,プライバシーリスクを最小化する。
ある会社の最高情報セキュリティ責任者は、会社が提案しているクラウドへの移行によりVPC（Virtual Private Cloud）内のネットワークトラフィックフローログの可視性が損なわれることを懸念しています。このような状況で実装するのに最適な代替対策は次のうちどれですか。,SIEM,EDR,HIDS,UEBA
ある企業が、クラウドベースのインフラを利用した完全なリモートワークフォースの構築を計画しています。最高情報セキュリティ責任者は、セキュリティエンジニアに、以下の要件を満たす接続性を設計するよう依頼します。・企業が所有するデバイスを持つユーザーのみが、クラウドプロバイダーがホストするサーバーに直接アクセスできる。・各ユーザーがアクセスできるSaaSアプリケーションを会社が管理できる。・ユーザーのブラウザーの動作を監視することができる。これらの要件を満たす最適なソリューションは次のうちどれでしょうか。,VPN、CASB、セキュアWebゲートウェイ,IAMゲートウェイ、MDM、リバースプロキシ,SSLトンネル、DLP、ホストベースファイアウォール,APIゲートウェイ、UEM、フォワードプロキシ
ある新興企業の最高情報セキュリティ責任者は、セキュリティエンジニアにこれまでほとんど監視されていなかった環境にソフトウェアセキュリティプログラムを導入するよう依頼しました。このような状況でエンジニアが利用するテスト方法として最も適切なものはどれでしょうか。,動的解析,ソフトウェア構成分析,コードの難読化,静的解析
あるセキュリティエンジニアが、ローカル管理者アカウントの可視化と制御を強化することで、ユーザーエンドポイントのセキュリティ体制を強化するソリューションを導入する必要があります。エンドポイントセキュリティチームはアラートに追われており、最小限の運用負担で済むソリューションを求めています。さらに、このソリューションは、導入後も良好なユーザーエクスペリエンスを維持する必要があります。これらの目的を達成するための最良のソリューションは次のうちどれですか。,PAMを導入し、ローカル管理者グループからユーザーを削除し、昇格した特権が必要な場合はユーザーに明示的な承認を求める。,PAMを導入し、ユーザーをローカル管理者グループに所属させ、ローカル管理者アカウントの監視を有効にする。,EDR を実装し、ローカル管理者グループからユーザーを削除し、特権昇格の監視を有効にする。,EDRを実装し、ユーザーをローカル管理者グループに残し、ユーザーの行動分析を有効にする。
あるシステム管理者が、組織内の情報システムに対して脆弱性スキャンを実行する準備をしています。システム管理者は、対象となるシステムから、特に構成設定に関する正確な情報が得られるようにしたいと考えています。次のスキャンタイプのうち、システム管理者に最も正確な情報を提供するのはどれでしょうか。,アクティブで、クレデンシャルなスキャン,パッシブで、クレデンシャルなスキャン,パッシブで、クレデンシャルを使用しないスキャン,アクティブで、クレデンシャルを使用しないスキャン
ある組織が、次のような目的で、新しいアイデンティティとアクセス管理のアーキテクチャを導入しています。・オンプレミスインフラに対するMFA（多要素認証）のサポート・SaaS アプリケーションとの統合によるユーザーエクスペリエンスの向上・場所に基づくリスクベースのポリシーの適用 ジャストインタイムプロビジョニングの実行 これらの要件をサポートするために、組織が実装すべき認証プロトコルは次のうちどれでしょうか。,KerberosおよびTACACS,SAMLとRADIUS,OAuthとOpenID,OTPと802.1X
ある最高情報責任者が、高価なSANストレージのコストを削減するために、会社の全データをクラウドに移行することを検討しています。次のうち、移行時に最も対処が必要と思われるセキュリティ上の懸念はどれですか。,レイテンシー,データ漏洩,データ損失,データの分散
"ある企業は、ホリデー シーズンの準備として、小売販売を管理するシステムを再設計し、クラウド サービスプロバイダーに移行しました。しかし、新しいインフラストラクチャは、会社の可用性要件を満たしていませんでした。事後分析の結果、次のような問題が浮き彫りになりました。1. 海外のユーザーから、ウェブページの画像を最初に読み込む際に遅延が発生するとの報告があった。2. レポート処理の時間帯に、ユーザーが注文しようとすると在庫の問題が報告された。3. 新しい API サーバーを 10 台追加したにもかかわらず、ピーク時にサーバーの負荷が高かった。	将来これらの問題を回避するために組織が実装するのに最適なインフラストラクチャ設計の変更は、次のうちどれですか?",分散型 CDN を介して静的コンテンツを配信し、中央データベースの読み取りレプリカを作成してそこからレポートを取得しパフォーマンスに基づいて API サーバーを自動スケールする。,画像を配信するサーバーの帯域幅を広げ、CDNを利用し、データベースを非リレーショナルデータベースに変更し、10台のAPIサーバーを2台のロードバランサーで分割する。,読み込み頻度の低いオブジェクトストレージバケットから画像を配信し、データベースを異なる地域にレプリケートし、負荷に応じて動的にAPIサーバーを作成する。,静的コンテンツのオブジェクトストレージを異なる地域で提供し、マネージドリレーショナルデータベースのインスタンスサイズを大きくし、10台のAPIサーバーを複数の地域に分散させる。
あるセキュリティ事象を調査していたアナリストは、あるユーザーが送信元不明の電子メールの添付ファイルを開いたという証拠を発見します。このユーザーが添付ファイルを開いた直後、あるサーバー群で大量のネットワークとリソースのアクティビティが発生しました。そのサーバーを調査したところ、そのサーバーはランサムウェアによって暗号化されており48時間以内に支払いをしないとすべてのデータを破壊するよう要求されていることが判明しました。会社はランサムウェアに対する対応策を持っていません。経営陣にインシデントを報告した後、アナリストが次に取るべき手順は次のうちどれですか。,拡散を防ぐためにサーバーを隔離する。,48時間以内に身代金を支払う。,警察当局に通報する。,影響を受けたサーバーを直ちに復旧するよう要請する。
ある SOC アナリストが、外部で公開されているウェブサーバー上の悪質なアクティビティを調査しています。調査中に、アナリストは、特定のトラフィックがログに記録されておらず、WebアプリケーションのWAFから可視化されていないことを判断しました。次のうち最も可能性の高い原因はどれですか。,WAF の証明書は期限切れです。,ユーザーエージェントクライアントは、WAF と互換性がありません。,HTTP トラフィックは、復号化するために HTTPS に転送されません。,古い脆弱な暗号スイートが使用されたままになっている。
ある会社が顧客向けにいくつかのAPIを公開しており、顧客データセットを分離するためにキーを使用することが要求されています。顧客キーの保存に使用するのが最も良いものはどれでしょうか。,ハードウェアセキュリティモジュール,信頼できるプラットフォームモジュール,ローカライズされたキーストア,公開鍵基盤
ある企業のネットワーク上のホストが、SMB経由で拡散していると思われるワームに感染しました。セキュリティアナリストは、このインシデントを阻止すると同時に、その後の調査とマルウェア解析のための証拠を維持することを課されました。最初に実行するのに最適な手順はどれですか。,すべてのネットワーク接続を削除することによって、ネットワークから感染したホストを分離する。,感染したホストを直ちにオフにします。,感染したホスト上でアンチマルウェアの完全なスキャンを実行します。,SMB 接続の発信を防ぐために、ホストの smb.conf ファイルを変更します。
ある会社が、市場投入の迅速化を図る戦略の一環として、ソフトウェア開発を第三者に依頼しました。この会社のポリシーでは、次の要件が概説されています。・製品版ソフトウェアをコンテナレジストリに公開するために使用される認証情報は、安全な場所に保管されるべきである。・アクセスはパイプラインサービスのアカウントに制限されるべきで、サードパーティの開発者が直接認証情報を読み取ることはできない。これらの共有資格情報へのアクセスを保存および監視するための最良の推奨事項は次のうちどれですか?,鍵の保管庫(キーコンテナー),TPM,ローカルセキュアパスワードファイル,MFA
ある組織は、最新のアセスメントで特定されたリスクを是正または軽減するための取り組みに優先順位をつけています。あるリスクについて、完全な修復は不可能であったが、緩和策を適用して影響の可能性を減らすことに成功しました。組織は次のアクションとして何を実行すべきですか。,残存リスクを評価する。,組織の脅威モデルを更新する。,登録されている次のリスクに移動する。,影響の大きさを再計算する。
ICS（incident command system）に出力する電力量を伝える制御メッセージに暗号を適用する場合、最も重要なセキュリティ目的はどれですか。,メッセージの完全性を保証する,メッセージの可用性を取り込む,メッセージの非否認を保証する,メッセージのプロトコル適合性を強制する
衛星通信 ISP は、非推奨のハードウェアとソフトウェアを使用しているために、レガシー衛星リンクの 1 つで頻繁に機能停止や動作モードの低下を経験しています。平均して週に3日、契約会社は、公称パフォーマンスを回復するために連続して実行しなければならない16種類の高遅延コマンドのチェックリストに従わなければなりません。ISPは、このプロセスを自動化したいと考えています。この要件に最も適しているのは、次のどの技術ですか。,SOARユーティリティとランブック（手順書）を配備する。,関連するハードウェアを交換する。,衛星テレメトリーデータへの直接アクセスを請負業者に提供する。,影響を受ける地上と衛星セグメントのリンク遅延を短縮する。
ある企業がリスク戦略の一環として、サイバーセキュリティの事故に対する保険への加入を検討しています。この種のリスク対応を最もよく表しているのはどれですか。,リスク移転,リスク拒絶,リスク軽減,リスク回避
フォレンジック（法医学）対応でステガノグラフィ技術を使用するメリットはどれか。,.wavファイル内のデータの最下位ビットエンコーディングを識別する,安全な音声通信に使用される対称型暗号の解読,DRMで保護されたメディアに対するユニークな攻撃の頻度を決定する。,取得した証拠品の保全管理（CoC）
あるシステム管理者は、ネットワークに接続する前にホストシステムを強化している最中です。管理者は、OSが完全に起動する前にホストが安全であることを保証するために、ブートローダーに保護を追加したいと考えています。次のうちどれが最も良いブートローダーの保護を提供しますか。,UEFI/BIOS,TPM,HSM,PKI
地域性と予算の制約により、組織のサテライトオフィスには、組織内の他のオフィスよりも低い帯域幅が割り当てられています。その結果、現地のセキュリティ インフラストラクチャ スタッフは、脅威の可視性を犠牲にすることなく、ネットワーク帯域幅を維持し内部および外部リソースの速度を向上させるのに役立つアーキテクチャ オプションを評価しています。次のうち、実装するのに最適なオプションはどれでしょう。,ローカルキャッシュ,分散接続の割り当て,コンテンツデリバリーネットワーク,SD-WANの垂直方向の異質性
ディザスタリカバリチームは、前回のディザスタ リカバリ パラレル テストでいくつかの間違いがあったことを確認しました。重要なサービスの復旧の70%で計算資源が枯渇しました。この問題の再発を防ぐために修正すべきは次のうちどれですか。,RLO,RPO,DPR,RTP
営業部門のユーザーが疑わしい添付ファイルを開いてしまいました。その後、営業部門はSOCに連絡し、応答しない多数のシステムを調査し、チームはファイルと攻撃の発信源を特定することに成功しました。次のうち、インシデント対応計画の次のステップはどれですか。,封じ込め,改善,レスポンス,リカバリー
ある企業が知的財産を盗難から保護したいと考えています。同社はすでにACLとDACを適用しています。会社はデータ盗難を防ぐために次のどれを使うべきですか。,アクセスログ,電子透かし,DRM,NDA
セキュリティ アーキテクトは、多くの異なる支社を持つ製造組織で働いています。アーキテクトは、トラフィックを削減し、組織の本社の場所で CA によって発行された失効した証明書の最新のコピーを支社が確実に受信できるようにする方法を探しています。ソリューションは、CA での電力要件も最小にする必要があります。次のうち、最適なソリューションはどれですか。,OCSPを使用するようにクライアントを構成します。,各支店にRAを配置します。,支店でデルタCRLを使用します。,GPO を使用して新しいCRL を送信します。
ある若手開発者が、高度な RISC マシン (ARM) CPU に対する新しいマルウェアの影響について知らされ、それに応じてコードを修正する必要があります。デバッグに基づき、マルウェアは自分自身を別のプロセス メモリ ロケーションに挿入できます。このタイプのマルウェアを防ぐために、開発者がARMアーキテクチャ上で有効にできる技術はどれか。,決して実行しない,実行しない,メモリ全体の暗号化,仮想メモリの暗号化
あるセキュリティアナリストが、ある組織でコンテナ化のコンセプトを研究しています。このアナリストは、1 つのアプリケーションが使用可能なリソースを過剰に消費することによりDockerホスト上の潜在的なリソース枯渇シナリオを懸念しています。次のコアLinuxコンセプトのうち、コンテナへのリソース割り当てを制限する機能を最もよく反映しているのはどれですか。,Cグループス,ユニオンファイルシステムオーバーレイ,Linuxネームスペース,デバイスマッパー
あるアプリケーションサーバーが最近TLS 1.3を優先するようにアップグレードされましたが、現在ユーザーはクライアントをサーバーに接続することができなくなりました。エラーを再現する試みは確認されており、クライアントは次のように報告していす。　err_ssl_version_or_cipher_mismatch　　次のうち、根本的な原因である可能性が最も高いのはどれですか。,クライアントアプリケーションは、RC4 を使用するように構成されています。,クライアントアプリケーションは PFS をテストしています。,クライアントアプリケーションは、ECDHE を使用するように構成されています。,クライアントアプリケーションは、GCM で AES-256 を使用するように構成されています。
ある小さな会社が、最近、軍事計画のためのプロトタイプ技術を開発しました。この会社のセキュリティエンジニアは、新しく開発された専有情報の盗難の可能性を懸念しています。セキュリティエンジニアは、脅威を事前に管理するために、次のうちどれを行うべきでしょうか。,データセキュリティのベストプラクティスなど、新たな脅威に対応するためにセキュリティ意識向上トレーニングを更新する。,その会社に関連する情報共有コミュニティに参加する。,MITRE ATT&CK フレームワークを活用して、TTR をマッピングする。,脅威を評価し分析するためにOSINTのテクニックを使用する。
セキュリティ事故の後、ネットワークセキュリティエンジニアは、会社の機密性の高い外部トラフィックの一部が、通常は使用されないセカンダリISPを介してリダイレクトされていることを発見します。次の内、1つのプロバイダーに障害が発生した場合にネットワークを機能させながらルートを保護するのに最適なものはどれですか。,インバウンドBGPプレフィックスリストを実装する。,BGPを無効にし、各内部ネットワークに単一の静的ルートを実装する。,BGPルートリフレクタを実装する。,BGP を無効にし、OSPF を実装する。
セキュリティコンサルタントが、Active Directoryを導入していない小規模オフィスのワイヤレスセキュリティを設定する必要があります。中央アカウント管理がないにもかかわらず、オフィスマネージャーは、ワイヤレス認証に対するブルートフォース攻撃を防ぐために高いレベルの防御を確保したいと考えています。次の技術のうち、最もこのニーズを満たすものはどれでしょうか。,WPA3 SAE,ファラデーケージ,WPA2 PSK,WEP128ビット
ある企業では、モバイルデバイスを会社所有の電話からBYOD戦略へ移行しています。この試験的なプログラムは、まず経営陣から始め、段階的に他の社員にも展開される予定です。この会社の最高財務責任者は、年に何度も携帯電話を紛失しています。次のうち、紛失したデバイスのデータを最も安全に保護できるのはどれでしょうか。,リモートでデバイスをワイプする。,会社のデータにアクセスするために、VPNをアクティブにすることを要求する。,その人のリスクに応じて異なるプロファイルを設定する。,会社のアプリケーションにアクセスするためにMFAを要求する。
"エネルギー会社は、過去四半期に使用された天然ガスの平均圧力を報告する必要があります。	PLCは、必要なレポートを作成するヒストリアンサーバーにデータを送信します。この会社が、IT環境で必要なレポートを安全に取得できるようなヒストリアンサーバーの配置はどれですか。",OT環境とIT環境の間でスクリーニングされたサブネットを使用します。,IT環境で、PLCがOT環境からIT環境にデータを送信できるようにします。,OT環境で、ITトラフィックをOT環境に許可します。,OT環境で、ITトラフィックをOT環境に許可します。
脅威のクラス全体を排除しようとしている海運会社は、カスタムAndroidデバイスがパッケージ追跡専用に使用されるようにするSELinuxポリシーを開発しています。ポリシーをコンパイルして実装した後、次のどのモードで、デバイスが実行するように構成されていることを確認する必要がありますか。,許可,必須,強制,保護
デジタルトランスフォーメーションを実施している企業は、CSPの復元力を検討しており、CSPインシデントが発生した場合のSLA要件を満たすことを懸念しています。変革を進めるのに最適なのは次のうちどれですか？,シングルテナント内のアクティブ-アクティブソリューション,マルチクラウドプロバイダーソリューション,ラウンドロビン構成のロードバランサー,バックアップとしてのオンプレミスソリューション
